Таблица узлов (1)-Учебная версия;;;;;;;;;
;Координаты;;;Связи;;;;;
№ узла;X (м);Y (м);Z (м);X;Y;Z;UX;UY;UZ
480;-60.77;-5.99997;15.25;-;-;-;-;-;-
481;-59.8144;-5.99997;15.25;-;-;-;-;-;-
482;-58.858891;-5.99997;15.25;-;-;-;-;-;-
483;-57.903301;-5.99997;15.25;-;-;-;-;-;-
484;-56.9478;-5.99997;15.25;-;-;-;-;-;-
485;-55.992199;-5.99997;15.25;-;-;-;-;-;-
486;-55.036701;-5.99997;15.25;-;-;-;-;-;-
487;-54.0811;-5.99997;15.25;-;-;-;-;-;-
488;-53.125599;-5.99997;15.25;-;-;-;-;-;-
489;-52.169998;-5.99997;15.25;-;-;-;-;-;-
490;-51.96999;-5.99997;15.25;-;-;-;-;-;-
491;-69.969994;-11.99997;15.25;-;-;-;-;-;-
492;-69.769997;-11.99997;15.25;-;-;-;-;-;-
493;-68.814438;-11.99997;15.25;-;-;-;-;-;-
494;-67.858887;-11.99997;15.25;-;-;-;-;-;-
495;-66.903328;-11.99997;15.25;-;-;-;-;-;-
496;-65.947777;-11.99997;15.25;-;-;-;-;-;-
497;-64.992218;-11.99997;15.25;-;-;-;-;-;-
498;-64.036697;-11.99997;15.25;-;-;-;-;-;-
499;-63.0811;-11.99997;15.25;-;-;-;-;-;-
500;-62.125599;-11.99997;15.25;-;-;-;-;-;-
501;-61.169998;-11.99997;15.25;-;-;-;-;-;-
502;-60.970001;-11.99997;15.25;-;-;-;-;-;-
503;-60.77;-11.99997;15.25;-;-;-;-;-;-
504;-59.8144;-11.99997;15.25;-;-;-;-;-;-
505;-58.858891;-11.99997;15.25;-;-;-;-;-;-
506;-57.903301;-11.99997;15.25;-;-;-;-;-;-
507;-56.9478;-11.99997;15.25;-;-;-;-;-;-
508;-55.992199;-11.99997;15.25;-;-;-;-;-;-
509;-55.036701;-11.99997;15.25;-;-;-;-;-;-
510;-54.0811;-11.99997;15.25;-;-;-;-;-;-
511;-53.125599;-11.99997;15.25;-;-;-;-;-;-
512;-52.169998;-11.99997;15.25;-;-;-;-;-;-
513;-51.96999;-11.99997;15.25;-;-;-;-;-;-
514;-69.969994;-17.999969;15.25;-;-;-;-;-;-
515;-69.769997;-17.999969;15.25;-;-;-;-;-;-
516;-68.814438;-17.999969;15.25;-;-;-;-;-;-
517;-67.858887;-17.999969;15.25;-;-;-;-;-;-
518;-66.903328;-17.999969;15.25;-;-;-;-;-;-
519;-65.947777;-17.999969;15.25;-;-;-;-;-;-
520;-64.992218;-17.999969;15.25;-;-;-;-;-;-
521;-64.036697;-17.999969;15.25;-;-;-;-;-;-
522;-63.0811;-17.999969;15.25;-;-;-;-;-;-
523;-62.125599;-17.999969;15.25;-;-;-;-;-;-
524;-61.169998;-17.999969;15.25;-;-;-;-;-;-
525;-60.970001;-17.999969;15.25;-;-;-;-;-;-
526;-60.77;-17.999969;15.25;-;-;-;-;-;-
527;-59.8144;-17.999969;15.25;-;-;-;-;-;-
528;-58.858891;-17.999969;15.25;-;-;-;-;-;-
529;-57.903301;-17.999969;15.25;-;-;-;-;-;-
530;-56.9478;-17.999969;15.25;-;-;-;-;-;-
531;-55.992199;-17.999969;15.25;-;-;-;-;-;-
532;-55.036701;-17.999969;15.25;-;-;-;-;-;-
533;-54.0811;-17.999969;15.25;-;-;-;-;-;-
534;-53.125599;-17.999969;15.25;-;-;-;-;-;-
535;-52.169998;-17.999969;15.25;-;-;-;-;-;-
536;-51.96999;-17.999969;15.25;-;-;-;-;-;-
537;-69.969994;-23.999969;15.25;-;-;-;-;-;-
538;-69.769997;-23.999969;15.25;-;-;-;-;-;-
539;-68.814438;-23.999969;15.25;-;-;-;-;-;-
540;-67.858887;-23.999969;15.25;-;-;-;-;-;-
541;-66.903328;-23.999969;15.25;-;-;-;-;-;-
542;-65.947777;-23.999969;15.25;-;-;-;-;-;-
543;-64.992218;-23.999969;15.25;-;-;-;-;-;-
544;-64.036697;-23.999969;15.25;-;-;-;-;-;-
545;-63.0811;-23.999969;15.25;-;-;-;-;-;-
546;-62.125599;-23.999969;15.25;-;-;-;-;-;-
547;-61.169998;-23.999969;15.25;-;-;-;-;-;-
548;-60.77;-29.59997;15.25;-;-;-;-;-;-
549;-59.8144;-29.59997;15.25;-;-;-;-;-;-
550;-58.858891;-29.59997;15.25;-;-;-;-;-;-
551;-57.903301;-29.59997;15.25;-;-;-;-;-;-
552;-56.9478;-29.59997;15.25;-;-;-;-;-;-
553;-55.992199;-29.59997;15.25;-;-;-;-;-;-
554;-55.036701;-29.59997;15.25;-;-;-;-;-;-
555;-54.0811;-29.59997;15.25;-;-;-;-;-;-
556;-53.125599;-29.59997;15.25;-;-;-;-;-;-
557;-52.169998;-29.59997;15.25;-;-;-;-;-;-
558;-51.96999;-29.59997;15.25;-;-;-;-;-;-
559;-69.969994;-3.03997;-2;+;+;+;+;+;+
560;-69.969994;-3.03997;-1.33333;-;-;-;-;-;-
561;-69.969994;-3.03997;-0.66667;-;-;-;-;-;-
562;-69.969994;-3.03997;0;-;-;-;-;-;-
563;-69.969994;-5.99997;-2;+;+;+;+;+;+
564;-69.969994;-5.99997;-1.33333;-;-;-;-;-;-
565;-69.969994;-5.99997;-0.66667;-;-;-;-;-;-
566;-69.969994;-5.99997;0;-;-;-;-;-;-
567;-69.969994;-11.99997;-2;+;+;+;+;+;+
568;-69.969994;-11.99997;-1.33333;-;-;-;-;-;-
569;-69.969994;-11.99997;-0.66667;-;-;-;-;-;-
570;-69.969994;-11.99997;0;-;-;-;-;-;-
571;-69.969994;-17.999969;-2;+;+;+;+;+;+
572;-69.969994;-17.999969;-1.33333;-;-;-;-;-;-
573;-69.969994;-17.999969;-0.66667;-;-;-;-;-;-
574;-69.969994;-17.999969;0;-;-;-;-;-;-
575;-69.969994;-23.999969;-2;+;+;+;+;+;+
576;-69.969994;-23.999969;-1.33333;-;-;-;-;-;-
577;-69.969994;-23.999969;-0.66667;-;-;-;-;-;-
578;-69.969994;-23.999969;0;-;-;-;-;-;-
579;-69.969994;-26.10997;-2;+;+;+;+;+;+
580;-69.969994;-26.10997;-1.33333;-;-;-;-;-;-
581;-69.969994;-26.10997;-0.66667;-;-;-;-;-;-
582;-69.969994;-26.10997;0;-;-;-;-;-;-
583;-66.929993;3.00E-05;-2;+;+;+;+;+;+
584;-66.929993;3.00E-05;-1.33333;-;-;-;-;-;-
585;-66.929993;3.00E-05;-0.66667;-;-;-;-;-;-
586;-66.929993;3.00E-05;0;-;-;-;-;-;-
587;-60.970001;3.00E-05;-2;+;+;+;+;+;+
588;-60.970001;3.00E-05;-1.33333;-;-;-;-;-;-
589;-60.970001;3.00E-05;-0.66667;-;-;-;-;-;-
590;-60.970001;3.00E-05;0;-;-;-;-;-;-
591;-60.970001;-5.99997;-2;+;+;+;+;+;+
592;-60.970001;-5.99997;-1.33333;-;-;-;-;-;-
593;-60.970001;-5.99997;-0.66667;-;-;-;-;-;-
594;-60.970001;-5.99997;0;-;-;-;-;-;-
595;-60.970001;-11.99997;-2;+;+;+;+;+;+
596;-60.970001;-11.99997;-1.33333;-;-;-;-;-;-
597;-60.970001;-11.99997;-0.66667;-;-;-;-;-;-
598;-60.970001;-11.99997;0;-;-;-;-;-;-
599;-60.970001;-17.999969;-2;+;+;+;+;+;+
600;-60.970001;-17.999969;-1.33333;-;-;-;-;-;-
601;-60.970001;-17.999969;-0.66667;-;-;-;-;-;-
602;-60.970001;-17.999969;0;-;-;-;-;-;-
603;-51.96999;3.00E-05;-2;+;+;+;+;+;+
604;-51.96999;3.00E-05;-1.33333;-;-;-;-;-;-
605;-51.96999;3.00E-05;-0.66667;-;-;-;-;-;-
606;-51.96999;3.00E-05;0;-;-;-;-;-;-
607;-51.96999;-5.99997;-2;+;+;+;+;+;+
608;-51.96999;-5.99997;-1.33333;-;-;-;-;-;-
609;-51.96999;-5.99997;-0.66667;-;-;-;-;-;-
610;-51.96999;-5.99997;0;-;-;-;-;-;-
611;-51.96999;-11.99997;-2;+;+;+;+;+;+
612;-51.96999;-11.99997;-1.33333;-;-;-;-;-;-
613;-51.96999;-11.99997;-0.66667;-;-;-;-;-;-
614;-51.96999;-11.99997;0;-;-;-;-;-;-
615;-51.96999;-17.999969;-2;+;+;+;+;+;+
616;-51.96999;-17.999969;-1.33333;-;-;-;-;-;-
617;-51.96999;-17.999969;-0.66667;-;-;-;-;-;-
618;-51.96999;-17.999969;0;-;-;-;-;-;-
619;-51.96999;-23.999969;-2;+;+;+;+;+;+
620;-51.96999;-23.999969;-1.33333;-;-;-;-;-;-
621;-51.96999;-23.999969;-0.66667;-;-;-;-;-;-
622;-51.96999;-23.999969;0;-;-;-;-;-;-
623;-51.96999;-29.59997;-2;+;+;+;+;+;+
624;-51.96999;-29.59997;-1.33333;-;-;-;-;-;-
625;-51.96999;-29.59997;-0.66667;-;-;-;-;-;-
626;-51.96999;-29.59997;0;-;-;-;-;-;-
627;-45.96999;3.00E-05;-2;+;+;+;+;+;+
628;-45.96999;3.00E-05;-1.33333;-;-;-;-;-;-
629;-45.96999;3.00E-05;-0.66667;-;-;-;-;-;-
630;-45.96999;3.00E-05;0;-;-;-;-;-;-
631;-45.96999;-5.99997;-2;+;+;+;+;+;+
632;-45.96999;-5.99997;-1.33333;-;-;-;-;-;-
633;-45.96999;-5.99997;-0.66667;-;-;-;-;-;-
634;-45.96999;-5.99997;0;-;-;-;-;-;-
635;-45.96999;-11.99997;-2;+;+;+;+;+;+
636;-45.96999;-11.99997;-1.33333;-;-;-;-;-;-
637;-45.96999;-11.99997;-0.66667;-;-;-;-;-;-
638;-45.96999;-11.99997;0;-;-;-;-;-;-
639;-45.96999;-17.999969;-2;+;+;+;+;+;+
640;-45.96999;-17.999969;-1.33333;-;-;-;-;-;-
641;-45.96999;-17.999969;-0.66667;-;-;-;-;-;-
642;-45.96999;-17.999969;0;-;-;-;-;-;-
643;-45.96999;-23.999969;-2;+;+;+;+;+;+
644;-45.96999;-23.999969;-1.33333;-;-;-;-;-;-
645;-45.96999;-23.999969;-0.66667;-;-;-;-;-;-
646;-45.96999;-23.999969;0;-;-;-;-;-;-
647;-69.969994;-3.03997;1;-;-;-;-;-;-
648;-69.969994;-3.03997;2;-;-;-;-;-;-
649;-69.969994;-3.03997;3;-;-;-;-;-;-
650;-69.969994;-5.99997;1;-;-;-;-;-;-
651;-69.969994;-5.99997;2;-;-;-;-;-;-
652;-69.969994;-11.99997;1;-;-;-;-;-;-
653;-69.969994;-11.99997;2;-;-;-;-;-;-
654;-69.969994;-17.999969;1;-;-;-;-;-;-
655;-69.969994;-17.999969;2;-;-;-;-;-;-
656;-69.969994;-23.999969;1;-;-;-;-;-;-
657;-69.969994;-23.999969;2;-;-;-;-;-;-
658;-69.969994;-26.10997;1;-;-;-;-;-;-
659;-69.969994;-26.10997;2;-;-;-;-;-;-
660;-69.969994;-26.10997;3;-;-;-;-;-;-
661;-66.929993;3.00E-05;1;-;-;-;-;-;-
662;-66.929993;3.00E-05;2;-;-;-;-;-;-
663;-66.929993;3.00E-05;3;-;-;-;-;-;-
664;-60.970001;3.00E-05;1;-;-;-;-;-;-
665;-60.970001;3.00E-05;2;-;-;-;-;-;-
666;-60.970001;3.00E-05;3;-;-;-;-;-;-
667;-60.970001;-5.99997;1;-;-;-;-;-;-
668;-60.970001;-5.99997;2;-;-;-;-;-;-
669;-60.970001;-11.99997;1;-;-;-;-;-;-
670;-60.970001;-11.99997;2;-;-;-;-;-;-
671;-60.970001;-17.999969;1;-;-;-;-;-;-
672;-60.970001;-17.999969;2;-;-;-;-;-;-
673;-51.96999;3.00E-05;1;-;-;-;-;-;-
674;-51.96999;3.00E-05;2;-;-;-;-;-;-
675;-51.96999;3.00E-05;3;-;-;-;-;-;-
676;-51.96999;-5.99997;1;-;-;-;-;-;-
677;-51.96999;-5.99997;2;-;-;-;-;-;-
678;-51.96999;-11.99997;1;-;-;-;-;-;-
679;-51.96999;-11.99997;2;-;-;-;-;-;-
680;-51.96999;-17.999969;1;-;-;-;-;-;-
681;-51.96999;-17.999969;2;-;-;-;-;-;-
682;-51.96999;-23.999969;1;-;-;-;-;-;-
683;-51.96999;-23.999969;2;-;-;-;-;-;-
684;-51.96999;-23.999969;3;-;-;-;-;-;-
685;-51.96999;-29.59997;1;-;-;-;-;-;-
686;-51.96999;-29.59997;2;-;-;-;-;-;-
687;-45.96999;3.00E-05;1;-;-;-;-;-;-
688;-45.96999;3.00E-05;2;-;-;-;-;-;-
689;-45.96999;3.00E-05;3;-;-;-;-;-;-
690;-45.96999;-5.99997;1;-;-;-;-;-;-
691;-45.96999;-5.99997;2;-;-;-;-;-;-
692;-45.96999;-5.99997;3;-;-;-;-;-;-
693;-45.96999;-11.99997;1;-;-;-;-;-;-
694;-45.96999;-11.99997;2;-;-;-;-;-;-
695;-45.96999;-11.99997;3;-;-;-;-;-;-
696;-45.96999;-17.999969;1;-;-;-;-;-;-
697;-45.96999;-17.999969;2;-;-;-;-;-;-
698;-45.96999;-17.999969;3;-;-;-;-;-;-
699;-45.96999;-23.999969;1;-;-;-;-;-;-
700;-45.96999;-23.999969;2;-;-;-;-;-;-
701;-45.96999;-23.999969;3;-;-;-;-;-;-
702;-69.969994;-3.03997;4;-;-;-;-;-;-
703;-69.969994;-3.03997;5;-;-;-;-;-;-
704;-69.969994;-3.03997;6;-;-;-;-;-;-
705;-69.969994;-5.99997;4;-;-;-;-;-;-
706;-69.969994;-5.99997;5;-;-;-;-;-;-
707;-69.969994;-11.99997;4;-;-;-;-;-;-
708;-69.969994;-11.99997;5;-;-;-;-;-;-
709;-69.969994;-17.999969;4;-;-;-;-;-;-
710;-69.969994;-17.999969;5;-;-;-;-;-;-
711;-69.969994;-23.999969;4;-;-;-;-;-;-
712;-69.969994;-23.999969;5;-;-;-;-;-;-
713;-69.969994;-26.10997;4;-;-;-;-;-;-
714;-69.969994;-26.10997;5;-;-;-;-;-;-
715;-69.969994;-26.10997;6;-;-;-;-;-;-
716;-66.929993;3.00E-05;4;-;-;-;-;-;-
717;-66.929993;3.00E-05;5;-;-;-;-;-;-
718;-66.929993;3.00E-05;6;-;-;-;-;-;-
719;-60.970001;3.00E-05;4;-;-;-;-;-;-
720;-60.970001;3.00E-05;5;-;-;-;-;-;-
721;-60.970001;3.00E-05;6;-;-;-;-;-;-
722;-60.970001;-5.99997;4;-;-;-;-;-;-
723;-60.970001;-5.99997;5;-;-;-;-;-;-
724;-60.970001;-11.99997;4;-;-;-;-;-;-
725;-60.970001;-11.99997;5;-;-;-;-;-;-
726;-60.970001;-17.999969;4;-;-;-;-;-;-
727;-60.970001;-17.999969;5;-;-;-;-;-;-
728;-51.96999;3.00E-05;4;-;-;-;-;-;-
729;-51.96999;3.00E-05;5;-;-;-;-;-;-
730;-51.96999;3.00E-05;6;-;-;-;-;-;-
731;-51.96999;-5.99997;4;-;-;-;-;-;-
732;-51.96999;-5.99997;5;-;-;-;-;-;-
733;-51.96999;-11.99997;4;-;-;-;-;-;-
734;-51.96999;-11.99997;5;-;-;-;-;-;-
735;-51.96999;-17.999969;4;-;-;-;-;-;-
736;-51.96999;-17.999969;5;-;-;-;-;-;-
737;-51.96999;-23.999969;4;-;-;-;-;-;-
738;-51.96999;-23.999969;5;-;-;-;-;-;-
739;-51.96999;-23.999969;6;-;-;-;-;-;-
740;-51.96999;-29.59997;4;-;-;-;-;-;-
741;-51.96999;-29.59997;5;-;-;-;-;-;-
742;-45.96999;3.00E-05;4;-;-;-;-;-;-
743;-45.96999;3.00E-05;5;-;-;-;-;-;-
744;-45.96999;3.00E-05;6;-;-;-;-;-;-
745;-45.96999;-5.99997;4;-;-;-;-;-;-
746;-45.96999;-5.99997;5;-;-;-;-;-;-
747;-45.96999;-5.99997;6;-;-;-;-;-;-
748;-45.96999;-11.99997;4;-;-;-;-;-;-
749;-45.96999;-11.99997;5;-;-;-;-;-;-
750;-45.96999;-11.99997;6;-;-;-;-;-;-
751;-45.96999;-17.999969;4;-;-;-;-;-;-
752;-45.96999;-17.999969;5;-;-;-;-;-;-
753;-45.96999;-17.999969;6;-;-;-;-;-;-
754;-45.96999;-23.999969;4;-;-;-;-;-;-
755;-45.96999;-23.999969;5;-;-;-;-;-;-
756;-45.96999;-23.999969;6;-;-;-;-;-;-
757;-45.96999;3.00E-05;7;-;-;-;-;-;-
758;-45.96999;3.00E-05;8;-;-;-;-;-;-
759;-45.96999;3.00E-05;9;-;-;-;-;-;-
760;-69.969994;-3.03997;7;-;-;-;-;-;-
761;-69.969994;-3.03997;8;-;-;-;-;-;-
762;-69.969994;-3.03997;9;-;-;-;-;-;-
763;-69.969994;-5.99997;7;-;-;-;-;-;-
764;-69.969994;-5.99997;8;-;-;-;-;-;-
765;-69.969994;-11.99997;7;-;-;-;-;-;-
766;-69.969994;-11.99997;8;-;-;-;-;-;-
767;-69.969994;-17.999969;7;-;-;-;-;-;-
768;-69.969994;-17.999969;8;-;-;-;-;-;-
769;-69.969994;-23.999969;7;-;-;-;-;-;-
770;-69.969994;-23.999969;8;-;-;-;-;-;-
771;-66.929993;3.00E-05;7;-;-;-;-;-;-
772;-66.929993;3.00E-05;8;-;-;-;-;-;-
773;-66.929993;3.00E-05;9;-;-;-;-;-;-
774;-60.970001;3.00E-05;7;-;-;-;-;-;-
775;-60.970001;3.00E-05;8;-;-;-;-;-;-
776;-60.970001;3.00E-05;9;-;-;-;-;-;-
777;-60.970001;-5.99997;7;-;-;-;-;-;-
778;-60.970001;-5.99997;8;-;-;-;-;-;-
779;-60.970001;-11.99997;7;-;-;-;-;-;-
780;-60.970001;-11.99997;8;-;-;-;-;-;-
781;-60.970001;-17.999969;7;-;-;-;-;-;-
782;-60.970001;-17.999969;8;-;-;-;-;-;-
783;-51.96999;3.00E-05;7;-;-;-;-;-;-
784;-51.96999;3.00E-05;8;-;-;-;-;-;-
785;-51.96999;3.00E-05;9;-;-;-;-;-;-
786;-51.96999;-5.99997;7;-;-;-;-;-;-
787;-51.96999;-5.99997;8;-;-;-;-;-;-
788;-51.96999;-11.99997;7;-;-;-;-;-;-
789;-51.96999;-11.99997;8;-;-;-;-;-;-
790;-51.96999;-17.999969;7;-;-;-;-;-;-
791;-51.96999;-17.999969;8;-;-;-;-;-;-
792;-51.96999;-23.999969;7;-;-;-;-;-;-
793;-51.96999;-23.999969;8;-;-;-;-;-;-
794;-51.96999;-23.999969;9;-;-;-;-;-;-
795;-51.96999;-29.59997;7;-;-;-;-;-;-
796;-51.96999;-29.59997;8;-;-;-;-;-;-
797;-45.96999;-5.99997;7;-;-;-;-;-;-
798;-45.96999;-5.99997;8;-;-;-;-;-;-
799;-45.96999;-5.99997;9;-;-;-;-;-;-
800;-45.96999;-11.99997;7;-;-;-;-;-;-
801;-45.96999;-11.99997;8;-;-;-;-;-;-
802;-45.96999;-11.99997;9;-;-;-;-;-;-
803;-45.96999;-17.999969;7;-;-;-;-;-;-
804;-45.96999;-17.999969;8;-;-;-;-;-;-
805;-45.96999;-17.999969;9;-;-;-;-;-;-
806;-45.96999;-23.999969;7;-;-;-;-;-;-
807;-45.96999;-23.999969;8;-;-;-;-;-;-
808;-45.96999;-23.999969;9;-;-;-;-;-;-
809;-69.969994;-26.10997;7;-;-;-;-;-;-
810;-69.969994;-26.10997;8;-;-;-;-;-;-
811;-69.969994;-26.10997;9;-;-;-;-;-;-
812;-39.169998;-11.99997;7;-;-;-;-;-;-
813;-39.169998;-11.99997;8;-;-;-;-;-;-
814;-39.169998;-11.99997;9;-;-;-;-;-;-
815;-39.169998;-17.999969;7;-;-;-;-;-;-
816;-39.169998;-17.999969;8;-;-;-;-;-;-
817;-39.169998;-17.999969;9;-;-;-;-;-;-
818;-45.96999;3.00E-05;9.95;-;-;-;-;-;-
819;-45.96999;3.00E-05;10.9;-;-;-;-;-;-
820;-45.96999;3.00E-05;11.85;-;-;-;-;-;-
821;-69.969994;-3.03997;9.95;-;-;-;-;-;-
822;-69.969994;-3.03997;10.9;-;-;-;-;-;-
823;-69.969994;-3.03997;11.85;-;-;-;-;-;-
824;-69.969994;-5.99997;9.95;-;-;-;-;-;-
825;-69.969994;-5.99997;10.9;-;-;-;-;-;-
826;-69.969994;-11.99997;9.95;-;-;-;-;-;-
827;-69.969994;-11.99997;10.9;-;-;-;-;-;-
828;-69.969994;-17.999969;9.95;-;-;-;-;-;-
829;-69.969994;-17.999969;10.9;-;-;-;-;-;-
830;-69.969994;-23.999969;9.95;-;-;-;-;-;-
831;-69.969994;-23.999969;10.9;-;-;-;-;-;-
832;-66.929993;3.00E-05;9.95;-;-;-;-;-;-
833;-66.929993;3.00E-05;10.9;-;-;-;-;-;-
834;-66.929993;3.00E-05;11.85;-;-;-;-;-;-
835;-60.970001;3.00E-05;9.95;-;-;-;-;-;-
836;-60.970001;3.00E-05;10.9;-;-;-;-;-;-
837;-60.970001;3.00E-05;11.85;-;-;-;-;-;-
838;-60.970001;-5.99997;9.95;-;-;-;-;-;-
839;-60.970001;-5.99997;10.9;-;-;-;-;-;-
840;-60.970001;-11.99997;9.95;-;-;-;-;-;-
841;-60.970001;-11.99997;10.9;-;-;-;-;-;-
842;-60.970001;-17.999969;9.95;-;-;-;-;-;-
843;-60.970001;-17.999969;10.9;-;-;-;-;-;-
844;-51.96999;3.00E-05;9.95;-;-;-;-;-;-
845;-51.96999;3.00E-05;10.9;-;-;-;-;-;-
846;-51.96999;3.00E-05;11.85;-;-;-;-;-;-
847;-51.96999;-5.99997;9.95;-;-;-;-;-;-
848;-51.96999;-5.99997;10.9;-;-;-;-;-;-
849;-51.96999;-11.99997;9.95;-;-;-;-;-;-
850;-51.96999;-11.99997;10.9;-;-;-;-;-;-
851;-51.96999;-17.999969;9.95;-;-;-;-;-;-
852;-51.96999;-17.999969;10.9;-;-;-;-;-;-
853;-51.96999;-23.999969;9.95;-;-;-;-;-;-
854;-51.96999;-23.999969;10.9;-;-;-;-;-;-
855;-51.96999;-23.999969;11.85;-;-;-;-;-;-
856;-51.96999;-29.59997;9.95;-;-;-;-;-;-
857;-51.96999;-29.59997;10.9;-;-;-;-;-;-
858;-45.96999;-5.99997;9.95;-;-;-;-;-;-
859;-45.96999;-5.99997;10.9;-;-;-;-;-;-
860;-45.96999;-5.99997;11.85;-;-;-;-;-;-
861;-45.96999;-11.99997;9.95;-;-;-;-;-;-
862;-45.96999;-11.99997;10.9;-;-;-;-;-;-
863;-45.96999;-11.99997;11.85;-;-;-;-;-;-
864;-45.96999;-17.999969;9.95;-;-;-;-;-;-
865;-45.96999;-17.999969;10.9;-;-;-;-;-;-
866;-45.96999;-17.999969;11.85;-;-;-;-;-;-
867;-45.96999;-23.999969;9.95;-;-;-;-;-;-
868;-45.96999;-23.999969;10.9;-;-;-;-;-;-
869;-45.96999;-23.999969;11.85;-;-;-;-;-;-
870;-69.969994;-26.10997;9.95;-;-;-;-;-;-
871;-69.969994;-26.10997;10.9;-;-;-;-;-;-
872;-69.969994;-26.10997;11.85;-;-;-;-;-;-
873;-39.169998;-11.99997;9.95;-;-;-;-;-;-
874;-39.169998;-11.99997;10.9;-;-;-;-;-;-
875;-39.169998;-11.99997;11.85;-;-;-;-;-;-
876;-39.169998;-17.999969;9.95;-;-;-;-;-;-
877;-39.169998;-17.999969;10.9;-;-;-;-;-;-
878;-39.169998;-17.999969;11.85;-;-;-;-;-;-
879;-45.96999;3.00E-05;12.9833;-;-;-;-;-;-
880;-45.96999;3.00E-05;14.1167;-;-;-;-;-;-
881;-45.96999;3.00E-05;15.25;-;-;-;-;-;-
882;-69.969994;-3.03997;12.9833;-;-;-;-;-;-
883;-69.969994;-3.03997;14.1167;-;-;-;-;-;-
884;-69.969994;-3.03997;15.25;-;-;-;-;-;-
885;-69.969994;-5.99997;12.9833;-;-;-;-;-;-
886;-69.969994;-5.99997;14.1167;-;-;-;-;-;-
887;-69.969994;-11.99997;12.9833;-;-;-;-;-;-
888;-69.969994;-11.99997;14.1167;-;-;-;-;-;-
889;-69.969994;-17.999969;12.9833;-;-;-;-;-;-
890;-69.969994;-17.999969;14.1167;-;-;-;-;-;-
891;-69.969994;-23.999969;12.9833;-;-;-;-;-;-
892;-69.969994;-23.999969;14.1167;-;-;-;-;-;-
893;-66.929993;3.00E-05;12.9833;-;-;-;-;-;-
894;-66.929993;3.00E-05;14.1167;-;-;-;-;-;-
895;-66.929993;3.00E-05;15.25;-;-;-;-;-;-
896;-60.970001;3.00E-05;12.9833;-;-;-;-;-;-
897;-60.970001;3.00E-05;14.1167;-;-;-;-;-;-
898;-60.970001;3.00E-05;15.25;-;-;-;-;-;-
899;-60.970001;-5.99997;12.9833;-;-;-;-;-;-
900;-60.970001;-5.99997;14.1167;-;-;-;-;-;-
901;-60.970001;-11.99997;12.9833;-;-;-;-;-;-
902;-60.970001;-11.99997;14.1167;-;-;-;-;-;-
903;-60.970001;-17.999969;12.9833;-;-;-;-;-;-
904;-60.970001;-17.999969;14.1167;-;-;-;-;-;-
905;-51.96999;3.00E-05;12.9833;-;-;-;-;-;-
906;-51.96999;3.00E-05;14.1167;-;-;-;-;-;-
907;-51.96999;3.00E-05;15.25;-;-;-;-;-;-
908;-51.96999;-5.99997;12.9833;-;-;-;-;-;-
909;-51.96999;-5.99997;14.1167;-;-;-;-;-;-
910;-51.96999;-11.99997;12.9833;-;-;-;-;-;-
911;-51.96999;-11.99997;14.1167;-;-;-;-;-;-
912;-51.96999;-17.999969;12.9833;-;-;-;-;-;-
913;-51.96999;-17.999969;14.1167;-;-;-;-;-;-
914;-51.96999;-23.999969;12.9833;-;-;-;-;-;-
915;-51.96999;-23.999969;14.1167;-;-;-;-;-;-
916;-51.96999;-23.999969;15.25;-;-;-;-;-;-
917;-51.96999;-29.59997;12.9833;-;-;-;-;-;-
918;-51.96999;-29.59997;14.1167;-;-;-;-;-;-
919;-45.96999;-5.99997;12.9833;-;-;-;-;-;-
920;-45.96999;-5.99997;14.1167;-;-;-;-;-;-
921;-45.96999;-5.99997;15.25;-;-;-;-;-;-
922;-45.96999;-11.99997;12.9833;-;-;-;-;-;-
923;-45.96999;-11.99997;14.1167;-;-;-;-;-;-
924;-45.96999;-11.99997;15.25;-;-;-;-;-;-
925;-45.96999;-17.999969;12.9833;-;-;-;-;-;-
926;-45.96999;-17.999969;14.1167;-;-;-;-;-;-
927;-45.96999;-17.999969;15.25;-;-;-;-;-;-
928;-45.96999;-23.999969;12.9833;-;-;-;-;-;-
929;-45.96999;-23.999969;14.1167;-;-;-;-;-;-
930;-45.96999;-23.999969;15.25;-;-;-;-;-;-
931;-69.969994;-26.10997;12.9833;-;-;-;-;-;-
932;-69.969994;-26.10997;14.1167;-;-;-;-;-;-
933;-69.969994;-26.10997;15.25;-;-;-;-;-;-
934;-39.169998;-11.99997;12.9833;-;-;-;-;-;-
935;-39.169998;-11.99997;14.1167;-;-;-;-;-;-
936;-39.169998;-11.99997;15.25;-;-;-;-;-;-
937;-39.169998;-17.999969;12.9833;-;-;-;-;-;-
938;-39.169998;-17.999969;14.1167;-;-;-;-;-;-
939;-39.169998;-17.999969;15.25;-;-;-;-;-;-
940;-42.59;-23.33997;7;-;-;-;-;-;-
941;-42.59;-23.33997;8;-;-;-;-;-;-
942;-42.59;-23.33997;9;-;-;-;-;-;-
943;-39.169998;-19.91997;7;-;-;-;-;-;-
944;-39.169998;-19.91997;8;-;-;-;-;-;-
945;-39.169998;-19.91997;9;-;-;-;-;-;-
946;-42.59;-23.33997;9.95;-;-;-;-;-;-
947;-42.59;-23.33997;10.9;-;-;-;-;-;-
948;-42.59;-23.33997;11.85;-;-;-;-;-;-
949;-39.169998;-19.91997;9.95;-;-;-;-;-;-
950;-39.169998;-19.91997;10.9;-;-;-;-;-;-
